🦄独家整理线路🐯,#genre#
CCTV7-军农,http://hbyxmlg.picp.io:8088/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://hbyxmlg.picp.io:8088/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://hbyxmlg.picp.io:8088/tsfile/live/0009_1.m3u8
CCTV10-科教,http://hbyxmlg.picp.io:8088/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://hbyxmlg.picp.io:8088/tsfile/live/0011_1.m3u8
CCTV12-社会,http://hbyxmlg.picp.io:8088/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://hbyxmlg.picp.io:8088/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://hbyxmlg.picp.io:8088/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://hbyxmlg.picp.io:8088/tsfile/live/0015_1.m3u8

浙江卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0124_1.m3u8
江苏卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0127_1.m3u8
安徽卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0130_1.m3u8
北京卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0122_1.m3u8
天津卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0135_1.m3u8
辽宁卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0121_1.m3u8
山东卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0131_1.m3u8
云南卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0119_1.m3u8
河北卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0117_1.m3u8
河南卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0139_1.m3u8
四川卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0123_1.m3u8
江西卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0138_1.m3u8
湖南卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0128_1.m3u8
黑龙江卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0143_1.m3u8
贵州卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0120_1.m3u8
深圳卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0126_1.m3u8
湖北卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0132_1.m3u8
东方卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0107_1.m3u8
重庆卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0142_1.m3u8
广东卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0125_1.m3u8
广西卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0113_1.m3u8
吉林卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0116_1.m3u8
陕西卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0136_1.m3u8
山西卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0118_1.m3u8
内蒙古卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0109_1.m3u8
青海卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0140_1.m3u8
宁夏卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0112_1.m3u8
西藏卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0111_1.m3u8
新疆卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0110_1.m3u8
甘肃卫视,http://hbyxmlg.picp.io:8088/tsfile/live/0141_1.m3u8
卡酷动画,http://hbyxmlg.picp.io:8088/tsfile/live/1009_1.m3u8
金鹰卡通,http://hbyxmlg.picp.io:8088/tsfile/live/1010_1.m3u8
第一剧场,http://hbyxmlg.picp.io:8088/tsfile/live/1011_1.m3u8


🦄独家线路-⑤🐯,#genre#
CCTV1-综合,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8
CCTV2-财经,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV4-国际,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV5-体育,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV6-电影,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV7-军农,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10-科教,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
河南卫视,http://1.195.111.251:11190/tsfile/live/0139_1.m3u8
都市频道,http://1.195.111.251:11190/tsfile/live/1000_1.m3u8
焦作综合,http://1.195.111.251:11190/tsfile/live/1002_1.m3u8
湖南卫视,http://1.195.111.251:11190/tsfile/live/0128_1.m3u8
浙江卫视,http://1.195.111.251:11190/tsfile/live/0124_2.m3u8
北京卫视,http://1.195.111.251:11190/tsfile/live/0122_1.m3u8
东方卫视,http://1.195.111.251:11190/tsfile/live/0107_1.m3u8
天津卫视,http://1.195.111.251:11190/tsfile/live/0135_1.m3u8
山东卫视,http://1.195.111.251:11190/tsfile/live/0131_1.m3u8
安徽卫视,http://1.195.111.251:11190/tsfile/live/0130_1.m3u8
深圳卫视,http://1.195.111.251:11190/tsfile/live/0126_1.m3u8
江西卫视,http://1.195.111.251:11190/tsfile/live/0138_1.m3u8
湖北卫视,http://1.195.111.251:11190/tsfile/live/0132_1.m3u8
动作电影,http://1.195.111.251:11190/tsfile/live/1001_1.m3u8
环球地理,http://1.195.111.251:11190/tsfile/live/1003_1.m3u8


🦄电信专线-㈠❤️,#genre#
CCTV1-综合 高清,http://113.15.187.233:8181/tsfile/live/0001_1.m3u8
CCTV2-财经 高清,http://113.15.187.233:8181/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://113.15.187.233:8181/tsfile/live/0003_1.m3u8
CCTV4-国际 高清,http://113.15.187.233:8181/tsfile/live/0004_1.m3u8
CCTV5-体育,http://113.15.187.233:8181/tsfile/live/0005_1.m3u8
CCTV5+体育赛事,http://113.15.187.233:8181/tsfile/live/0016_1.m3u8
CCTV6-电影,http://113.15.187.233:8181/tsfile/live/0006_1.m3u8
CCTV7-军农 高清,http://113.15.187.233:8181/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://113.15.187.233:8181/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://113.15.187.233:8181/tsfile/live/0009_1.m3u8
CCTV10-科教 高清,http://113.15.187.233:8181/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://113.15.187.233:8181/tsfile/live/0011_1.m3u8
CCTV12-社会与法 高清,http://113.15.187.233:8181/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://113.15.187.233:8181/tsfile/live/0013_1.m3u8
CCTV14-少儿 高清,http://113.15.187.233:8181/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://113.15.187.233:8181/tsfile/live/0015_1.m3u8
CCTV16 高清,http://113.15.187.233:8181/tsfile/live/1021_1.m3u8
CCTV17,http://113.15.187.233:8181/tsfile/live/0019_1.m3u8

北京卫视 高清,http://113.15.187.233:8181/tsfile/live/0122_1.m3u8
东南卫视 高清,http://113.15.187.233:8181/tsfile/live/0137_1.m3u8
山东卫视 高清,http://113.15.187.233:8181/tsfile/live/0131_1.m3u8
江西卫视 高清,http://113.15.187.233:8181/tsfile/live/0138_1.m3u8
贵州卫视 高清,http://113.15.187.233:8181/tsfile/live/0120_1.m3u8
四川卫视 高清,http://113.15.187.233:8181/tsfile/live/0123_1.m3u8
湖南卫视 高清,http://113.15.187.233:8181/tsfile/live/0128_1.m3u8
广西卫视 高清,http://113.15.187.233:8181/tsfile/live/0113_1.m3u8
安徽卫视 高清,http://113.15.187.233:8181/tsfile/live/0130_1.m3u8
辽宁卫视 高清,http://113.15.187.233:8181/tsfile/live/0121_1.m3u8
上海卫视,http://113.15.187.233:8181/tsfile/live/0107_1.m3u8
浙江卫视,http://113.15.187.233:8181/tsfile/live/0124_1.m3u8
深圳卫视,http://113.15.187.233:8181/tsfile/live/0126_1.m3u8
天津卫视,http://113.15.187.233:8181/tsfile/live/0135_1.m3u8
湖北卫视,http://113.15.187.233:8181/tsfile/live/0132_1.m3u8
黑龙江卫视+,http://113.15.187.233:8181/tsfile/live/0143_2.m3u8
广东卫视,http://113.15.187.233:8181/tsfile/live/0125_1.m3u8
江苏卫视,http://113.15.187.233:8181/tsfile/live/0127_1.m3u8
吉林卫视,http://113.15.187.233:8181/tsfile/live/0116_1.m3u8
河北卫视,http://113.15.187.233:8181/tsfile/live/0117_1.m3u8
甘肃卫视,http://113.15.187.233:8181/tsfile/live/0141_1.m3u8
陕西卫视,http://113.15.187.233:8181/tsfile/live/0136_1.m3u8
云南卫视,http://113.15.187.233:8181/tsfile/live/0119_1.m3u8
康巴卫视,http://113.15.187.233:8181/tsfile/live/0134_1.m3u8
重庆卫视,http://113.15.187.233:8181/tsfile/live/0142_1.m3u8
旅游卫视,http://113.15.187.233:8181/tsfile/live/0114_1.m3u8
西藏卫视,http://113.15.187.233:8181/tsfile/live/0111_1.m3u8
内蒙古卫视,http://113.15.187.233:8181/tsfile/live/0109_1.m3u8
兵团卫视,http://113.15.187.233:8181/tsfile/live/0115_1.m3u8
青海卫视,http://113.15.187.233:8181/tsfile/live/0140_1.m3u8
金鹰纪实,http://113.15.187.233:8181/tsfile/live/1016_1.m3u8
教育一套高清,http://113.15.187.233:8181/tsfile/live/1017_1.m3u8
经典电影,http://113.15.187.233:8181/tsfile/live/1008_1.m3u8
中国气象,http://113.15.187.233:8181/tsfile/live/1015_1.m3u8
珠江台 高清,http://113.15.187.233:8181/tsfile/live/1000_1.m3u8
广东体育 高清,http://113.15.187.233:8181/tsfile/live/1001_1.m3u8
广东公共 高清,http://113.15.187.233:8181/tsfile/live/1002_1.m3u8
广东科教 高清,http://113.15.187.233:8181/tsfile/live/1003_1.m3u8
广东影视 高清,http://113.15.187.233:8181/tsfile/live/1004_1.m3u8
广东少儿 高清,http://113.15.187.233:8181/tsfile/live/1005_1.m3u8
广东新闻 高清,http://113.15.187.233:8181/tsfile/live/1007_1.m3u8
广西影视 高清,http://113.15.187.233:8181/tsfile/live/1009_1.m3u8
广西综艺 高清,http://113.15.187.233:8181/tsfile/live/1010_1.m3u8
广西都市 高清,http://113.15.187.233:8181/tsfile/live/1011_1.m3u8
广西新闻 高清,http://113.15.187.233:8181/tsfile/live/1012_1.m3u8
岭南戏剧 高清,http://113.15.187.233:8181/tsfile/live/1006_1.m3u8
南宁影视 高清,http://113.15.187.233:8181/tsfile/live/1013_1.m3u8
南宁公共 高清,http://113.15.187.233:8181/tsfile/live/1014_1.m3u8
家庭影院,http://113.15.187.233:8181/tsfile/live/1018_1.m3u8
动作电影 高清,http://113.15.187.233:8181/tsfile/live/1019_1.m3u8
高清电影,http://113.15.187.233:8181/tsfile/live/1020_1.m3u8
南宁综合 高清,http://113.15.187.233:8181/tsfile/live/0143_1.m3u8


🦄电信专线-⑵❤️,#genre#
CCTV1-综合,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8
CCTV2-财经,http://59.48.75.130:3052/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://59.48.75.130:3052/tsfile/live/0003_1.m3u8
CCTV4-国际,http://59.48.75.130:3052/tsfile/live/0004_1.m3u8
CCTV5-体育,http://59.48.75.130:3052/tsfile/live/0005_1.m3u8
CCTV6-电影,http://59.48.75.130:3052/tsfile/live/0006_1.m3u8
CCTV7-军农,http://59.48.75.130:3052/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://59.48.75.130:3052/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8
CCTV10-科教,http://59.48.75.130:3052/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://59.48.75.130:3052/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://59.48.75.130:3052/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://59.48.75.130:3052/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://59.48.75.130:3052/tsfile/live/0015_1.m3u8

北京卫视,http://59.48.75.130:3052/tsfile/live/0018_1.m3u8
东方卫视,http://59.48.75.130:3052/tsfile/live/0016_1.m3u8
江苏卫视,http://59.48.75.130:3052/tsfile/live/0017_1.m3u8
浙江卫视,http://59.48.75.130:3052/tsfile/live/0019_1.m3u8
湖南卫视,http://59.48.75.130:3052/tsfile/live/0128_1.m3u8
辽宁卫视,http://59.48.75.130:3052/tsfile/live/0121_1.m3u8
安徽卫视,http://59.48.75.130:3052/tsfile/live/0130_1.m3u8
山东卫视,http://59.48.75.130:3052/tsfile/live/0131_1.m3u8
广东卫视,http://59.48.75.130:3052/tsfile/live/0125_1.m3u8
广西卫视,http://59.48.75.130:3052/tsfile/live/0113_1.m3u8
旅游卫视,http://59.48.75.130:3052/tsfile/live/0114_1.m3u8
重庆卫视,http://59.48.75.130:3052/tsfile/live/0142_1.m3u8
四川卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8
河南卫视,http://59.48.75.130:3052/tsfile/live/0139_1.m3u8
东南卫视,http://59.48.75.130:3052/tsfile/live/0137_1.m3u8
天津卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8
江西卫视,http://59.48.75.130:3052/tsfile/live/0138_1.m3u8
湖北卫视,http://59.48.75.130:3052/tsfile/live/0132_1.m3u8
吉林卫视,http://59.48.75.130:3052/tsfile/live/0116_1.m3u8
黑龙江卫视,http://59.48.75.130:3052/tsfile/live/0143_1.m3u8
山西卫视,http://59.48.75.130:3052/tsfile/live/0118_1.m3u8
贵州卫视,http://59.48.75.130:3052/tsfile/live/0120_1.m3u8
青海卫视,http://59.48.75.130:3052/tsfile/live/0140_1.m3u8
云南卫视,http://59.48.75.130:3052/tsfile/live/0119_1.m3u8
宁夏卫视,http://59.48.75.130:3052/tsfile/live/0112_1.m3u8
陕西卫视,http://59.48.75.130:3052/tsfile/live/0136_1.m3u8
新疆卫视,http://59.48.75.130:3052/tsfile/live/0110_1.m3u8
西藏卫视,http://59.48.75.130:3052/tsfile/live/0111_1.m3u8
内蒙古卫视,http://59.48.75.130:3052/tsfile/live/0109_1.m3u8
甘肃卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8
河北卫视,http://59.48.75.130:3052/tsfile/live/0117_1.m3u8
深圳卫视,http://59.48.75.130:3052/tsfile/live/0126_1.m3u8
厦门卫视,http://59.48.75.130:3052/tsfile/live/0129_1.m3u8
金鹰卡通,http://59.48.75.130:3052/tsfile/live/1000_1.m3u8
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8
电视剧轮播,http://59.48.75.130:3052/tsfile/live/1002_1.m3u8


🦄电信专线-⑶❤️,#genre#
CCTV1-综合,http://124.115.205.101:8888/newlive/live/hls/2/live.m3u8
CCTV2-财经,http://124.115.205.101:8888/newlive/live/hls/3/live.m3u8
CCTV3-综艺,http://124.115.205.101:8888/newlive/live/hls/4/live.m3u8
CCTV4-国际,http://124.115.205.101:8888/newlive/live/hls/5/live.m3u8
CCTV5-体育,http://124.115.205.101:8888/newlive/live/hls/6/live.m3u8
CCTV5+-赛事,http://124.115.205.101:8888/newlive/live/hls/7/live.m3u8
CCTV6-电影,http://124.115.205.101:8888/newlive/live/hls/8/live.m3u8
CCTV7-军农,http://124.115.205.101:8888/newlive/live/hls/9/live.m3u8
CCTV8-电视剧,http://124.115.205.101:8888/newlive/live/hls/10/live.m3u8
CCTV9-纪录,http://124.115.205.101:8888/newlive/live/hls/11/live.m3u8
CCTV10-科教,http://124.115.205.101:8888/newlive/live/hls/12/live.m3u8
CCTV11-戏曲,http://124.115.205.101:8888/newlive/live/hls/13/live.m3u8
CCTV12-社会与法,http://124.115.205.101:8888/newlive/live/hls/14/live.m3u8
CCTV13-新闻,http://124.115.205.101:8888/newlive/live/hls/15/live.m3u8
CCTV14-少儿,http://124.115.205.101:8888/newlive/live/hls/16/live.m3u8
CCTV15-音乐,http://124.115.205.101:8888/newlive/live/hls/17/live.m3u8

浙江卫视,http://124.115.205.101:8888/newlive/live/hls/22/live.m3u8
江苏卫视,http://124.115.205.101:8888/newlive/live/hls/23/live.m3u8
湖南卫视,http://124.115.205.101:8888/newlive/live/hls/24/live.m3u8
河南卫视,http://124.115.205.101:8888/newlive/live/hls/25/live.m3u8
湖北卫视,http://124.115.205.101:8888/newlive/live/hls/26/live.m3u8
重庆卫视,http://124.115.205.101:8888/newlive/live/hls/50/live.m3u8
天津卫视,http://124.115.205.101:8888/newlive/live/hls/51/live.m3u8
东南卫视,http://124.115.205.101:8888/newlive/live/hls/52/live.m3u8
广东卫视,http://124.115.205.101:8888/newlive/live/hls/39/live.m3u8
深圳卫视,http://124.115.205.101:8888/newlive/live/hls/40/live.m3u8
山东卫视,http://124.115.205.101:8888/newlive/live/hls/42/live.m3u8
四川卫视,http://124.115.205.101:8888/newlive/live/hls/43/live.m3u8
安徽卫视,http://124.115.205.101:8888/newlive/live/hls/44/live.m3u8
山西卫视,http://124.115.205.101:8888/newlive/live/hls/27/live.m3u8
甘肃卫视,http://124.115.205.101:8888/newlive/live/hls/28/live.m3u8
宁夏卫视,http://124.115.205.101:8888/newlive/live/hls/29/live.m3u8
海南卫视,http://124.115.205.101:8888/newlive/live/hls/30/live.m3u8
广西卫视,http://124.115.205.101:8888/newlive/live/hls/31/live.m3u8
青海卫视,http://124.115.205.101:8888/newlive/live/hls/32/live.m3u8
西藏卫视,http://124.115.205.101:8888/newlive/live/hls/33/live.m3u8
内蒙卫视,http://124.115.205.101:8888/newlive/live/hls/34/live.m3u8
新疆卫视,http://124.115.205.101:8888/newlive/live/hls/35/live.m3u8
云南卫视,http://124.115.205.101:8888/newlive/live/hls/36/live.m3u8
厦门卫视,http://124.115.205.101:8888/newlive/live/hls/37/live.m3u8
兵团卫视,http://124.115.205.101:8888/newlive/live/hls/38/live.m3u8


🦄电信专线-⑷❤️,#genre#
CCTV1-综合,http://61.141.202.118:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://61.141.202.118:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://61.141.202.118:9901/tsfile/live/0003_2.m3u8
CCTV4-国际,http://61.141.202.118:9901/tsfile/live/0003_1.m3u8
CCTV5-体育,http://61.141.202.118:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://61.141.202.118:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://61.141.202.118:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://61.141.202.118:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://61.141.202.118:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://61.141.202.118:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://61.141.202.118:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://61.141.202.118:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://61.141.202.118:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://61.141.202.118:9901/tsfile/live/0125_1.m3u8
CCTV15-音乐,http://61.141.202.118:9901/tsfile/live/0015_1.m3u8

湖南卫视,http://61.141.202.118:9901/tsfile/live/0128_1.m3u8
东方卫视,http://61.141.202.118:9901/tsfile/live/0107_1.m3u8
浙江卫视,http://61.141.202.118:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://61.141.202.118:9901/tsfile/live/0127_1.m3u8
北京卫视,http://61.141.202.118:9901/tsfile/live/0122_1.m3u8
天津卫视,http://61.141.202.118:9901/tsfile/live/0135_1.m3u8
山东卫视,http://61.141.202.118:9901/tsfile/live/0131_1.m3u8
辽宁卫视,http://61.141.202.118:9901/tsfile/live/0121_1.m3u8
深圳卫视,http://61.141.202.118:9901/tsfile/live/0126_1.m3u8
深圳都市,http://61.141.202.118:9901/tsfile/live/0126_2.m3u8
深圳电视剧,http://61.141.202.118:9901/tsfile/live/0126_3.m3u8
广东卫视,http://61.141.202.118:9901/tsfile/live/0125_2.m3u8
广东珠江,http://61.141.202.118:9901/tsfile/live/0125_3.m3u8


🦄电信专线-⑸❤️,#genre#
CCTV1,http://117.27.190.42:9901/tsfile/live/23232_1.m3u8
CCTV2,http://117.27.190.42:9901/tsfile/live/23233_1.m3u8
CCTV3,http://117.27.190.42:9901/tsfile/live/23234_1.m3u8
CCTV4,http://117.27.190.42:9901/tsfile/live/23235_1.m3u8
CCTV5,http://117.27.190.42:9901/tsfile/live/23236_1.m3u8
CCTV6,http://117.27.190.42:9901/tsfile/live/23237_1.m3u8
CCTV7,http://117.27.190.42:9901/tsfile/live/23238_1.m3u8
CCTV8,http://117.27.190.42:9901/tsfile/live/23239_1.m3u8
CCTV9,http://117.27.190.42:9901/tsfile/live/23240_1.m3u8
CCTV10,http://117.27.190.42:9901/tsfile/live/23241_1.m3u8
CCTV11,http://117.27.190.42:9901/tsfile/live/23242_1.m3u8
CCTV12,http://117.27.190.42:9901/tsfile/live/23243_1.m3u8
CCTV13,http://117.27.190.42:9901/tsfile/live/23244_1.m3u8
CCTV14,http://117.27.190.42:9901/tsfile/live/23245_1.m3u8
CCTV15,http://117.27.190.42:9901/tsfile/live/23246_1.m3u8
CCTV17,http://117.27.190.42:9901/tsfile/live/23247_1.m3u8
CCTV5＋,http://117.27.190.42:9901/tsfile/live/23248_1.m3u8
CCTV16,http://117.27.190.42:9901/tsfile/live/23249_1.m3u8

北京卫视,http://117.27.190.42:9901/tsfile/live/23257_1.m3u8
吉林卫视,http://117.27.190.42:9901/tsfile/live/23258_1.m3u8
天津卫视,http://117.27.190.42:9901/tsfile/live/23259_1.m3u8
四川卫视,http://117.27.190.42:9901/tsfile/live/23260_1.m3u8
安徽卫视,http://117.27.190.42:9901/tsfile/live/23261_1.m3u8
安徽卫视,http://117.27.190.42:9901/tsfile/live/23262_1.m3u8
山东卫视,http://117.27.190.42:9901/tsfile/live/23263_1.m3u8
江苏卫视,http://117.27.190.42:9901/tsfile/live/23264_1.m3u8
江西卫视,http://117.27.190.42:9901/tsfile/live/23265_1.m3u8
河北卫视,http://117.27.190.42:9901/tsfile/live/23266_1.m3u8
河南卫视,http://117.27.190.42:9901/tsfile/live/23267_1.m3u8
东方卫视,http://117.27.190.42:9901/tsfile/live/23268_1.m3u8
广西卫视,http://117.27.190.42:9901/tsfile/live/23269_1.m3u8
广东卫视,http://117.27.190.42:9901/tsfile/live/23270_1.m3u8
浙江卫视,http://117.27.190.42:9901/tsfile/live/23271_1.m3u8
海南卫视,http://117.27.190.42:9901/tsfile/live/23272_1.m3u8
海南卫视,http://117.27.190.42:9901/tsfile/live/23273_1.m3u8
三沙卫视,http://117.27.190.42:9901/tsfile/live/23250_1.m3u8
云南卫视,http://117.27.190.42:9901/tsfile/live/23251_1.m3u8
贵州卫视,http://117.27.190.42:9901/tsfile/live/23252_1.m3u8
辽宁卫视,http://117.27.190.42:9901/tsfile/live/23253_1.m3u8
重庆卫视,http://117.27.190.42:9901/tsfile/live/23254_1.m3u8
青海卫视,http://117.27.190.42:9901/tsfile/live/23255_1.m3u8
黑龙江卫视,http://117.27.190.42:9901/tsfile/live/23256_1.m3u8
深圳卫视,http://117.27.190.42:9901/tsfile/live/23274_1.m3u8
湖北卫视,http://117.27.190.42:9901/tsfile/live/23275_1.m3u8
湖南卫视,http://117.27.190.42:9901/tsfile/live/23276_1.m3u8
甘肃卫视,http://117.27.190.42:9901/tsfile/live/23277_1.m3u8
金鹰纪实,http://117.27.190.42:9901/tsfile/live/23278_1.m3u8
凤凰资讯,http://117.27.190.42:9901/tsfile/live/23279_1.m3u8
凤凰中文,http://117.27.190.42:9901/tsfile/live/23280_1.m3u8
东南卫视,http://117.27.190.42:9901/tsfile/live/23281_1.m3u8
厦门卫视,http://117.27.190.42:9901/tsfile/live/23282_1.m3u8
海峡卫视,http://117.27.190.42:9901/tsfile/live/23283_1.m3u8


🦄电信专线-⑹❤️,#genre#
CCTV1-综合,http://219.135.208.218:8083/tsfile/live/0001_1.m3u8
CCTV2-财经,http://219.135.208.218:8083/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://219.135.208.218:8083/tsfile/live/0003_1.m3u8
CCTV4-国际,http://219.135.208.218:8083/tsfile/live/0004_1.m3u8
CCTV5-体育,http://219.135.208.218:8083/tsfile/live/0005_1.m3u8
CCTV5+-赛事,http://219.135.208.218:8083/tsfile/live/0016_1.m3u8
CCTV6-电影,http://219.135.208.218:8083/tsfile/live/0006_1.m3u8
CCTV7-军农,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8
CCTV10-科教,http://219.135.208.218:8083/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://219.135.208.218:8083/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://219.135.208.218:8083/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://219.135.208.218:8083/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://219.135.208.218:8083/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://219.135.208.218:8083/tsfile/live/0015_1.m3u8


🦄电信专线-⑺❤️,#genre#
CCTV1高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.17:5146
CCTV1高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.144:5146
CCTV1高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.86:5146
CCTV1超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.129:5146
CCTV2高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.158:5146
CCTV2高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.17:5146
CCTV2高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.137:5146
CCTV3高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.169:5146
CCTV3超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.175:5146
CCTV4高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.163:5146
CCTV4高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.166:5146
CCTV4高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.78:5146
CCTV5高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.241:5146
CCTV5高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.170:5146
CCTV5超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.177:5146
CCTV5+高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.87:5146
CCTV5+高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.31:5146
CCTV5+高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.147:5146
CCTV6高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.171:5146
CCTV6超清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.178:5146
CCTV7高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.159:5146
CCTV7高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.167:5146
CCTV7高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.138:5146
CCTV8高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.172:5146
